#Type	Kind	Base	Namespace	Path	Gate	Summary
AbstractStateContext	class	MonoBehaviour	SombraStudios.Shared.Examples.Patterns.Behavioural.State	Examples/Patterns/Behavioural/State/AbstractStateContext.cs	-	Context stores a reference to one of the concrete state objects and delegates to it all state-specific work
ActionExample	class	MonoBehaviour	SombraStudios.Shared.Examples.Delegates	Examples/Delegates/ActionExample.cs	-	Action is a void return value Delegate
AdsInitializer	class	MonoBehaviour	SombraStudios.Shared.Services.Advertisement	Services/Advertisement/AdsInitializer.cs	UNITY_ADVERTISEMENTS	Class for initializing the Advertisement API
AlwaysFalseConditionSO	class	ConditionSO	SombraStudios.Shared.ScriptableObjects.Conditions	ScriptableObjects/Conditions/AlwaysFalseConditionSO.cs	-	Represents a condition that is always evaluated as
AlwaysTrueConditionSO	class	ConditionSO	SombraStudios.Shared.ScriptableObjects.Conditions	ScriptableObjects/Conditions/AlwaysTrueConditionSO.cs	-	Represents a condition that is always evaluated as
AmmoReloadSystem	class	MonoBehaviour	SombraStudios.Shared.Systems	Systems/AmmoReloadSystem.cs	-	Manages the state of the reloading system
AndConditionSO	class	ConditionSO	SombraStudios.Shared.ScriptableObjects.Conditions	ScriptableObjects/Conditions/AndConditionSO.cs	-	Represents a composite condition that evaluates to if all contained conditions are valid
AndroidPhone	class	IUsbPhone	SombraStudios.Shared.Examples.Patterns.Structural.Adapter.Object	Examples/Patterns/Structural/Adapter/Object/AndroidPhone.cs	-	-
AnimationController	class	MonoBehaviour	SombraStudios.Shared.Animations	Animations/AnimationController.cs	-	Controls Animation component giving extra utility methods
AnimationCurveValueSO	class	ScriptableObject	SombraStudios.Shared.Utility	Utility/AnimationCurveValueSO.cs	-	Scriptable object to use Animation Curves as values
AnimationEvent	struct	-	SombraStudios.Shared.Animations.StateEvents	Animations/StateEvents/Structs/AnimationEvent.cs	-	Struct representing an animation event
AnimationEventBehaviourData	class	-	SombraStudios.Shared.Animations.StateEvents	Animations/StateEvents/StateMachineBehaviour/AnimationStateEventBehaviour.cs	-	Data class for animation event behaviour
AnimationEventData	struct	-	SombraStudios.Shared.Animations.StateEvents	Animations/StateEvents/Structs/AnimationEventData.cs	-	Struct representing the data associated with an animation event
AnimationStateEnterEventBehaviour	class	StateMachineBehaviour	SombraStudios.Shared.Animations.StateEvents	Animations/StateEvents/StateMachineBehaviour/AnimationStateEnterEventBehaviour.cs	-	Calls the 'OnAnimationStateBegan' function on any supported component when the target animation begins
AnimationStateEventBehaviour	class	StateMachineBehaviour	SombraStudios.Shared.Animations.StateEvents	Animations/StateEvents/StateMachineBehaviour/AnimationStateEventBehaviour.cs	-	StateMachineBehaviour that handles animation state events
AnimationStateEventsReceiver	class	MonoBehaviour	SombraStudios.Shared.Animations.StateEvents	Animations/StateEvents/AnimationStateEventsReceiver.cs	-	Receives and handles animation state events
AnimationStateExitEventBehaviour	class	StateMachineBehaviour	SombraStudios.Shared.Animations.StateEvents	Animations/StateEvents/StateMachineBehaviour/AnimationStateExitEventBehaviour.cs	-	Calls the 'OnAnimationStateExited' function on any supported component when the target animation exits
AnimatorController	class	MonoBehaviour	SombraStudios.Shared.Animations	Animations/AnimatorController.cs	-	Helper class for working with Unity's Animator component
AnimatorParameterReferenceGenerator	class	-	SombraStudios.Shared.Animations.AnimatorParameterReference.Editor	Animations/AnimatorParameterReference/Editor/AnimatorParameterReferenceGenerator.cs	UNITY_EDITOR	Utility class for generating parameter reference assets for an AnimatorController
AnimatorParameterReferenceSO	class	ScriptableObject	SombraStudios.Shared.Animations.AnimatorParameterReference	Animations/AnimatorParameterReference/AnimatorParameterReferenceSO.cs	-	-
AnimatorParameterReferenceSOEditor	class	Editor	SombraStudios.Shared.Animations.AnimatorParameterReference.Editor	Animations/AnimatorParameterReference/Editor/AnimatorParameterReferenceSOEditor.cs	UNITY_EDITOR	Custom editor for the AnimatorParameterReferenceSO ScriptableObject
AnimatorStateObjectPreview	class	ObjectPreview	SombraStudios.Shared.Animations.Editor	Animations/Editor/AnimatorStateObjectPreview.cs	UNITY_EDITOR	Provides a custom preview for AnimatorState objects in the Unity Editor
APIHelper	class	-	SombraStudios.Shared.Services.WebAPI	Services/WebAPI/APIHelper.cs	-	Example API Get call
ApplePhone	class	ILightningPhone	SombraStudios.Shared.Examples.Patterns.Structural.Adapter.Object	Examples/Patterns/Structural/Adapter/Object/ApplePhone.cs	-	-
AssetFile<T>	class	Object	SombraStudios.Shared.Utility.Resources	Utility/Resources/AssetFile.cs	-	-
AssetOnlyAttribute	class	PropertyAttribute	SombraStudios.Shared.Attributes	Attributes/AssetOnlyAttribute.cs	-	Attribute used to mark a property as editable only within assets, not with scene objects
AssetOnlyDrawer	class	PropertyDrawer	SombraStudios.Shared.Attributes.Editor	Attributes/Editor/AssetOnlyDrawer.cs	UNITY_EDITOR	Custom property drawer for the AssetOnlyAttribute
AssetSearchWindow<T>	class	SearchWindow	SombraStudios.Shared.Tools.Search.AssetOrComponent	Tools/Search/AssetOrComponent/Base/AssetSearchWindow.cs	-	Abstract class for creating a custom Editor window to search for assets of type T
AttachGameObjectsToParticles	class	MonoBehaviour	SombraStudios.Shared.VFX	VFX/AttachGameObjectsToParticles.cs	-	-
AttackModes	enum	-	StyleSheet	CodeStyle.cs	-	-
AudioEventActionSO	class	RaiseEventActionSO	SombraStudios.Shared.Systems.Events	Systems/Events/EventActions/AudioEventActionSO.cs	-	-
AudioStrategy	class	StrategySO	SombraStudios.Shared.Audio.Strategies	Audio/Strategies/AudioStrategy.cs	-	-
AudioVolumeConfigurator	class	MonoBehaviour	SombraStudios.Shared.Audio	Audio/AudioVolumeConfigurator.cs	-	Singleton Class to manage AudioMixer volumes
AutoAimBehaviourController	class	MonoBehaviour	SombraStudios.Shared.Gameplay.Behaviours.Aim	Gameplay/Behaviours/Aim/AutoAimBehaviourController.cs	-	Controls the auto-aim behaviour of a game object
AutoAimBehaviourSO	class	ScriptableObject	SombraStudios.Shared.Gameplay.Behaviours.Aim	Gameplay/Behaviours/Aim/AutoAimBehaviourSO.cs	-	Settings for the auto-aim behaviour
AutoForceController	class	MonoBehaviour	SombraStudios.Shared.Gameplay.Behaviours.AutoForce	Gameplay/Behaviours/AutoForce/AutoForceController.cs	-	Controls the automatic application of force to a Rigidbody based on the provided settings
AutoForceSO	class	ScriptableObject	SombraStudios.Shared.Gameplay.Behaviours.AutoForce	Gameplay/Behaviours/AutoForce/AutoForceSO.cs	-	Settings for automatic force application
AutoMove	class	MonoBehaviour	SombraStudios.Shared.Gameplay.Movement2D	Gameplay/Movement2D/AutoMove.cs	-	Constant movement the direction selected
AutoMoveController	class	MonoBehaviour	SombraStudios.Shared.Gameplay.Behaviours.AutoMove	Gameplay/Behaviours/AutoMove/AutoMoveController.cs	-	Controls the automatic movement of a GameObject based on the provided settings
AutoMoveSO	class	ScriptableObject	SombraStudios.Shared.Gameplay.Behaviours.AutoMove	Gameplay/Behaviours/AutoMove/AutoMoveSO.cs	-	Settings for automatic movement of a GameObject
AutoRotate	class	MonoBehaviour	SombraStudios.Shared.Gameplay.Movement2D	Gameplay/Movement2D/AutoRotate.cs	-	Constant rotate in the speed selected
AutoRotateController	class	MonoBehaviour	SombraStudios.Shared.Gameplay.Behaviours.AutoRotate	Gameplay/Behaviours/AutoRotate/AutoRotateController.cs	-	Controls the automatic rotation of a GameObject based on the provided settings
AutoRotateSO	class	ScriptableObject	SombraStudios.Shared.Gameplay.Behaviours.AutoRotate	Gameplay/Behaviours/AutoRotate/AutoRotateSO.cs	-	Settings for automatic rotation of a GameObject
AutoSocketAttach	class	MonoBehaviour	SombraStudios.Shared.XR	XR/AutoSocketAttach.cs	UNITY_XR_INTERACTION_TOOLKIT	Initializes an XRSocketInteractor attach point to match the initial scene position of the object it is containing
AutoTorqueController	class	MonoBehaviour	SombraStudios.Shared.Gameplay.Behaviours.AutoTorque	Gameplay/Behaviours/AutoTorque/AutoTorqueController.cs	-	Controls the automatic application of torque to a Rigidbody based on the provided settings
AutoTorqueSO	class	ScriptableObject	SombraStudios.Shared.Gameplay.Behaviours.AutoTorque	Gameplay/Behaviours/AutoTorque/AutoTorqueSO.cs	-	Settings for automatic torque application
Axis	enum	-	SombraStudios.Shared.Enums	Enums/Axis.cs	-	Enum representing the three primary axes in 3D space
BannerAdExample	class	MonoBehaviour	SombraStudios.Shared.Services.Advertisement	Services/Advertisement/BannerAdExample.cs	UNITY_ADVERTISEMENTS	Class for banner advertisement
BaseObjectPool<T>	class	MonoBehaviour	SombraStudios.Shared.Patterns.Creational.ObjectPool	Patterns/Creational/ObjectPool/BaseObjectPool.cs	-	Base class for implementing an object pool for components
BaseState	class	IState	SombraStudios.Shared.Patterns.Behavioural.FiniteStateMachine	Patterns/Behavioural/FiniteStateMachine/BaseState.cs	-	Base class for a state in a state machine
BaseVFXController	class	MonoBehaviour	SombraStudios.Shared.VFX.PropertySO	VFX/PropertySO/BaseVFXController.cs	-	-
BoolEventChannelListener	class	GenericEventChannelListener	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects	Patterns/Behavioural/Observer/ScriptableObjects/Listeners/Implementations/BoolEventChannelListener.cs	-	A listener class for boolean event channels
BoolEventChannelListListener	class	GenericEventChannelListListener	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects	Patterns/Behavioural/Observer/ScriptableObjects/Listeners/Implementations/BoolEventChannelListListener.cs	-	A listener class for boolean event channels
BoolEventChannelSO	class	GenericEventChannelSO	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects	Patterns/Behavioural/Observer/ScriptableObjects/EventChannels/BoolEventChannelSO.cs	-	ScriptableObject event channel for events with a boolean parameter
BoolEventChannelSOEditor	class	GenericEventChannelSOEditor	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects.Editor	Patterns/Behavioural/Observer/ScriptableObjects/Editor/BoolEventChannelSOEditor.cs	-	This event channel broadcasts and carries boolean payload
BoolStat	class	Stat	SombraStudios.Shared.Systems.Stats	Systems/Stats/StatTypes/BoolStat.cs	-	Represents a boolean stat
Bootstrapper	class	MonoBehaviour	SombraStudios.Shared.Patterns.InversionOfControl.ServiceLocator	Patterns/InversionOfControl/ServiceLocator/Bootstrapper.cs	-	-
BreadthFirstSearch	class	MonoBehaviour	SombraStudios.Shared.Examples.Graphs	Examples/Graphs/BreadthFirstSearch.cs	-	-
Breakable	class	MonoBehaviour	SombraStudios.Shared.Physics	Physics/Breakable.cs	-	Detects a collision with a tagged collider, replacing this object with a 'broken' version
Breakable.BreakEvent	class	UnityEvent	SombraStudios.Shared.Physics	Physics/Breakable.cs	-	-
CameraShakeDataSO	class	ScriptableObject	SombraStudios.Shared.VFX.CameraShake	VFX/CameraShake/CameraShakeDataSO.cs	DOTWEEN	Store Shake Data to be used with DoTween DOShakePosition method
CameraShakeStrategy	class	StrategySO	SombraStudios.Shared.VFX.CameraShake	VFX/CameraShake/CameraShakeStrategy.cs	DOTWEEN	Scriptable object for a main camera shake effect which can be of Position and/or Rotation
CCCanvas	class	MonoBehaviour	SombraStudios.Shared.Systems.CloseCaptions	Systems/CloseCaptions/CCCanvas.cs	-	-
CCDatabaseSO	class	ScriptableObject	SombraStudios.Shared.Systems.CloseCaptions	Systems/CloseCaptions/CCDatabaseSO.cs	-	Closed Caption Database is an asset that map given AudioClip to a list of lines and time used by the CCManager
CCDatabaseSO.Entry	class	-	SombraStudios.Shared.Systems.CloseCaptions	Systems/CloseCaptions/CCDatabaseSO.cs	-	-
CCDatabaseSO.Timestamp	class	-	SombraStudios.Shared.Systems.CloseCaptions	Systems/CloseCaptions/CCDatabaseSO.cs	-	-
CCManager	class	MonoBehaviour	SombraStudios.Shared.Systems.CloseCaptions	Systems/CloseCaptions/CCManager.cs	-	The CCManager will track each CCSource in the scene and hide/display/align them based on the view direction and distance
CCSource	class	MonoBehaviour	SombraStudios.Shared.Systems.CloseCaptions	Systems/CloseCaptions/CCSource.cs	-	If an object with an AudioSource have a CCSource, it will be tracked by the CCManager and its current playing clip will be lookup on the...
CharacterController2D	class	MonoBehaviour	SombraStudios.Shared.Gameplay.PlayerController	Gameplay/Player Controller/CharacterController2D.cs	-	Supports: Move, Jump, Crouch, OnLanding, OnCrouching and Flip
CharacterController2D.BoolEvent	class	UnityEvent	SombraStudios.Shared.Gameplay.PlayerController	Gameplay/Player Controller/CharacterController2D.cs	-	-
CharacterController3D	class	MonoBehaviour	SombraStudios.Shared.Gameplay.PlayerController	Gameplay/Player Controller/CharacterController3D.cs	-	Third Person Character Controller Class Required: Cinemachine
CharacterControllerFootstepController	class	FootstepController	SombraStudios.Shared.Audio.Footsteps	Audio/Footsteps/CharacterControllerFootstepController.cs	-	Select an audio clip list with the CharacterController floor hit
ChargeBehaviour	class	MonoBehaviour	SombraStudios.Shared.Gameplay.Behaviours.Charge	Gameplay/Behaviours/Charge/ChargeBehaviour.cs	-	Manages a charging behavior with customizable parameters such as time-based charging, maximum charges, and automatic discharge
ChargeBehaviourResult	struct	-	SombraStudios.Shared.Gameplay.Behaviours.Charge	Gameplay/Behaviours/Charge/ChargeBehaviour.cs	-	Result structure indicating the success of a charge behavior operation along with charge information
ChargeBehaviourSO	class	ScriptableObject	SombraStudios.Shared.Gameplay.Behaviours.Charge	Gameplay/Behaviours/Charge/ChargeBehaviourSO.cs	-	Holds data for configuring charging behavior, including parameters for time-based charging, maximum charges, automatic discharge, and tim...
ChargeThrow	class	MonoBehaviour	SombraStudios.Shared.Gameplay.Drag	Gameplay/Drag/ChargeThrow.cs	-	Class to drag and throw and object with the mouse over the Z Camera axis
CheckMethod	enum	-	SombraStudios.Shared.Scenes	Scenes/ScenePartLoader.cs	-	-
CheckpointActionSO	class	EventActionSO	SombraStudios.Shared.Systems.Events	Systems/Events/EventActions/CheckpointActionSO.cs	-	-
ClassAdapter	class	MonoBehaviour	SombraStudios.Shared.Examples.Patterns.Structural.Adapter.Class	Examples/Patterns/Structural/Adapter/Class/ClassAdapter.cs	-	Converts the interface of one object so that another object can understand it
ClearRuntimeSetsOnExit	class	-	SombraStudios.Shared.ScriptableObjects.RuntimeSets.Editor	ScriptableObjects/RuntimeSets/Editor/ClearRuntimeSetsOnExit.cs	-	This class locates all of the GameObjectRuntimeSetSO objects in the project and clears their lists when exiting play mode
CodeStyle	class	MonoBehaviour	StyleSheet	CodeStyle.cs	-	-
CodeStyle.CustomEventArgs	struct	-	StyleSheet	CodeStyle.cs	-	-
CollisionEventHandler	class	CollisionEventHandlerBase	SombraStudios.Shared.Physics.Events	Physics/Events/CollisionEventHandler.cs	-	Handles 3D collision events when at least one involved object has a non-kinematic Rigidbody and both have Colliders with IsTrigger disabled
CollisionEventHandler2D	class	CollisionEventHandlerBase	SombraStudios.Shared.Physics.Events	Physics/Events/CollisionEventHandler2D.cs	-	Handles 3D collision events when at least one involved object has a non-kinematic Rigidbody and both have Colliders with IsTrigger disabled
CollisionEventHandlerBase<T>	class	PhysicsEventHandlerBase	SombraStudios.Shared.Physics.Events	Physics/Events/CollisionEventHandlerBase.cs	-	Base class for handling physics collision events
CollisionThresholdType	enum	-	SombraStudios.Shared.Physics.Events	Physics/Events/CollisionThresholdType.cs	-	Types of collision threshold to trigger events
CommandManager	class	MonoBehaviour	SombraStudios.Shared.Patterns.Behavioural.Command	Patterns/Behavioural/Command/CommandManager.cs	-	-
CommandSO	class	ScriptableObject	SombraStudios.Shared.Patterns.Behavioural.Command	Patterns/Behavioural/Command/CommandSO.cs	-	Abstract base class for command ScriptableObjects
CommandSO<T>	class	ScriptableObject	SombraStudios.Shared.Patterns.Behavioural.Command	Patterns/Behavioural/Command/CommandSO.cs	-	Abstract base class for parameterized command ScriptableObjects
ComponentDestroyer	class	MonoBehaviour	SombraStudios.Shared.Utility.Destroyer	Utility/Destroyer/ComponentDestroyer.cs	-	Destroys on Awake the scripts specified depending on platform scripting symbols like UNITY_EDITOR, UNITY_STANDALONE, UNITY_ANDROID, etc
ComponentSearchWindow<T>	class	SearchWindow	SombraStudios.Shared.Tools.Search.AssetOrComponent	Tools/Search/AssetOrComponent/Base/ComponentSearchWindow.cs	-	Abstract class for creating a custom Editor window to search for components of type T
CompositeConditionSO	class	ConditionSO	SombraStudios.Shared.ScriptableObjects.Conditions	ScriptableObjects/Conditions/CompositeConditionSO.cs	-	Abstract base class for composite condition ScriptableObjects
CompositeConditionSO<T>	class	ConditionSO	SombraStudios.Shared.ScriptableObjects.Conditions	ScriptableObjects/Conditions/CompositeConditionSO.cs	-	Abstract base class for composite condition ScriptableObjects with a parameterized type
CompositeVFXPropertySO	class	VFXPropertySO	SombraStudios.Shared.VFX.PropertySO	VFX/PropertySO/CompositeVFXPropertySO.cs	-	-
ConcreteDamageStrategyA	class	IDamageStrategy	SombraStudios.Shared.Examples.Patterns.Behavioural.Strategy	Examples/Patterns/Behavioural/Strategy/ConcreteDamageStrategyA.cs	-	Concrete Strategies implement different variations of an algorithm the context uses
